actor_name,numfacebooklikes
Bob Peck,191.0
Isabella Rossellini,812.0
Dean Jones,913.0
Si Won Choi,21.0
Peng Lin,18.0
Sung-jun Yoo,7.0
Brittany Daniel,862.0
John Witherspoon,723.0
David Keith,563.0
Shawna Waldron,524.0
Romany Malco,966.0
Ice-T,867.0
Craig Stark,46000.0
Elizabeth Perkins,664.0
Chelsea Handler,439.0
Vincent Regan,447.0
Eric Dane,2000.0
Kathleen Turner,899.0
Haley Bennett,664.0
Jill Hennessy,419.0
Tichina Arnold,330.0
Drew Sidora,311.0
Patrick Fugit,835.0
Emily Ratajkowski,625.0
Josh Hamilton,147.0
Nicky Naudé,73.0
Timothy Hutton,501.0
Clarence Williams III,475.0
Peter Krause,576.0
Aria Noelle Curzon,263.0
Eden Riegel,145.0
Anjelica Huston,1000.0
Patrick Fischler,497.0
Fred Ward,459.0
Carol Ann Susi,3000.0
Miriam Margolyes,405.0
Jimmy Shubert,82.0
Alicia Witt,976.0
Woody Allen,11000.0
Anne Bancroft,754.0
Tasha Smith,721.0
Tom Welling,3000.0
Alyson Stoner,2000.0
Ki Hong Lee,988.0
Rosa Salazar,240.0
Jaqueline Fleming,357.0
Jessalyn Gilsig,380.0
Billy Burke,2000.0
Jacinda Barrett,579.0
Saffron Burrows,811.0
Misha Gabriel Hamilton,433.0
Mekia Cox,208.0
Judith Hill,6.0
Monique Gabriela Curnen,240.0
Griffin Kane,175.0
Dyan Cannon,257.0
Bill Hunter,226.0
Dawn French,229.0
John Hodgman,57.0
Kristen Connolly,751.0
Fred Williamson,767.0
Harvey Korman,628.0
Jake Lloyd,626.0
James Babson,366.0
Elaine Stritch,586.0
Sophie Okonedo,460.0
Stockard Channing,944.0
Ritchie Coster,107.0
Peter Greene,789.0
Brenda Bakke,520.0
Patrick Kilpatrick,488.0
Colm Feore,539.0
Gemma Chan,288.0
Julian Kostov,864.0
Gary Dourdan,1000.0
Tate Donovan,650.0
Ned Beatty,467.0
Louis Ferreira,295.0
Isaac Hempstead Wright,874.0
Tracy Morgan,642.0
Dianne Wiest,967.0
Alison Brie,2000.0
Eileen Brennan,1000.0
Treat Williams,642.0
Ryan Gosling,33000.0
Wade Williams,300.0
Xander Berkeley,485.0
Leleti Khumalo,204.0
Michael Weston,379.0
Denis O'Hare,896.0
Steven Anthony Lawrence,1000.0
Ray Walston,417.0
Michael Lerner,230.0
Blair Brown,310.0
David Rasche,219.0
Martin Donovan,206.0
Paul Adelstein,399.0
Julia Duffy,210.0
Ed Lauter,897.0
Bojana Novakovic,2000.0
John Kapelos,510.0
Penelope Ann Miller,344.0
Chi Muoi Lo,308.0
Cathy Moriarty,394.0
Joe Viterelli,236.0
Carrie Preston,652.0
Ben Falcone,265.0
Sunny Mabrey,287.0
Xzibit,218.0
Josh Wingate,865.0
Alan Dale,441.0
Jacob Hopkins,77.0
Adriano Giannini,102.0
Timothy West,82.0
Susanna Thompson,265.0
Mia Kirshner,972.0
Philip Winchester,579.0
Michael Irby,507.0
Robert Forster,889.0
Wilson Cruz,290.0
Vanessa Marshall,68.0
Matt Bomer,20000.0
Kevin Corrigan,778.0
Kevin Zegers,2000.0
Mike O'Malley,400.0
Shawn Christian,196.0
Camryn Manheim,329.0
Ariel Gade,87.0
Jamie Foreman,466.0
Louis Lombardi,437.0
Olivia Munn,2000.0
Ulrich Thomsen,280.0
Mike Dopud,368.0
Tania Saulnier,102.0
Aaron Kwok,107.0
Eddie Peng,22.0
Clayne Crawford,298.0
Paolo Montalban,242.0
Ed Skrein,805.0
Stefan Kapicic,361.0
Morgan Fairchild,730.0
Eric McCormack,440.0
Leonard Roberts,962.0
Keir O'Donnell,318.0
Odeya Rush,2000.0
Dylan Minnette,1000.0
Ken Marino,543.0
Willie Garson,512.0
Taylor Negron,1000.0
Kurtwood Smith,1000.0
Richard Crenna,349.0
Robert Baker,142.0
Malcolm Goodwin,117.0
Matt Bushell,110.0
Kim Shaw,935.0
Kevin Brown,727.0
Jessica Szohr,847.0
Rob Riggle,839.0
Shawn Roberts,529.0
Nate Parker,664.0
Tristan Mack Wilds,519.0
Leighton Meester,3000.0
Brian Thompson,663.0
Terry O'Neill,40.0
Chris Penn,455.0
Spencer Wilding,1000.0
Christopher Lambert,1000.0
Irene Papas,243.0
Mihalis Giannatos,58.0
Ashley Scott,795.0
Michael Bowen,348.0
Siobhan Fallon Hogan,294.0
Sam Anderson,194.0
Beth Riesgraf,718.0
Matthew Gray Gubler,639.0
Irene Bedard,752.0
Margot Kidder,593.0
Holland Taylor,458.0
Alyson Hannigan,3000.0
Thomas Ian Nicholas,864.0
Chris Mulkey,535.0
Michael Chernus,186.0
Fred Rogers,419.0
James Wilcox,683.0
Natasha Richardson,708.0
Ricky Schroder,665.0
Kurt Fuller,617.0
James Karen,168.0
Erika Christensen,931.0
Haley Ramm,354.0
Dylan Baker,812.0
David Carradine,926.0
Chiaki Kuriyama,640.0
Adam Alexi-Malle,860.0
Michael Parks,387.0
Jack Palance,549.0
Brion James,403.0
Jason Connery,110.0
Kate Luyben,95.0
J.T. Walsh,263.0
Madeline Carroll,1000.0
Ophelia Lovibond,549.0
Thomas McDonell,962.0
Carlos Ponce,591.0
Charles S. Dutton,534.0
Holt McCallany,273.0
Paul McGann,243.0
Andrea Corr,57.0
Jimmy Nail,40.0
Peter Polycarpou,34.0
Michael Lonsdale,135.0
Om Puri,163.0
Matt Lucas,722.0
Sally Hawkins,594.0
Nicholas Braun,591.0
Jenna Boyd,518.0
Rex Linn,215.0
John Ashton,241.0
Terence Bernie Hines,390.0
Seymour Cassel,327.0
Russell Tovey,796.0
Ellen Barkin,552.0
Miranda Richardson,530.0
Paterson Joseph,352.0
Billy Campbell,789.0
Bruce Boxleitner,640.0
John Castle,67.0
Lauren Holly,879.0
Tina Fey,2000.0
Hugh Bonneville,518.0
Brady Corbet,287.0
Peter Gallagher,828.0
David Walton,676.0
Denis Lavant,226.0
André Dussollier,52.0
Albert Dupontel,46.0
James Mason,617.0
Shelley Winters,367.0
Lois Maxwell,177.0
Tom Berenger,854.0
Norman Reedus,12000.0
Madison Pettis,835.0
Jason Momoa,11000.0
Jon Seda,565.0
Todd Stashwick,277.0
Billy Gardell,245.0
Amanda Detmer,240.0
Jackie Cooper,420.0
Todd Giebenhain,117.0
Lenny Venito,62.0
David Backus,43.0
Bernadette Peters,753.0
Kylie Minogue,691.0
Matt O'Leary,303.0
Quentin Tarantino,16000.0
Kimberly Elise,637.0
Hill Harper,466.0
Kelvin Han Yee,681.0
Parker Sawyers,304.0
Ann-Margret,931.0
Alice Greczyn,631.0
Jessica Simpson,534.0
Dash Mihok,463.0
Mircea Monroe,634.0
Matt Price,134.0
Gerry Becker,27.0
Tom Dreesen,21.0
Kasia Smutniak,211.0
Amber Rose Revah,135.0
Rebecca Dayan,75.0
Victoria Smurfit,343.0
Tony Cox,624.0
Rob Moran,79.0
Rob Paulsen,677.0
Jorge Garcia,1000.0
Alia Shawkat,728.0
Kathleen Freeman,145.0
Chris Miller,50.0
Bobby Block,21.0
Jon Stewart,593.0
Bonnie Hunt,597.0
Lupe Ontiveros,625.0
Shirley Knight,285.0
Joel Courtney,1000.0
Zach Mills,417.0
Conchata Ferrell,658.0
Thomas Lennon,651.0
Craig Roberts,920.0
Danny Masterson,1000.0
Megan Park,569.0
Herbert Russell,701.0
Mark L. Young,322.0
James Ransone,412.0
Bill Duke,1000.0
Deborah Kara Unger,495.0
Dylan Walsh,426.0
Chandler Canterbury,329.0
Sissy Spacek,874.0
Mark Christopher Lawrence,258.0
Michael Monks,58.0
Scoot McNairy,660.0
Billy Brown,536.0
Rupert Graves,443.0
Fann Wong,154.0
Anna-Louise Plowman,131.0
Georgina Chapman,55.0
Cheryl Hines,541.0
Jennifer Esposito,912.0
Conrad Goode,477.0
Derek Mears,520.0
Olivier Martinez,838.0
Erik Per Sullivan,593.0
Chad Lowe,372.0
Alex Pettyfer,15000.0
Emily Wickersham,348.0
Reuben Langdon,144.0
Amr Waked,903.0
Kayvan Novak,414.0
James Badge Dale,726.0
David Costabile,681.0
Ana de la Reguera,679.0
Mary Lynn Rajskub,935.0
Charles Martinet,283.0
Alice Krige,368.0
Faizon Love,585.0
Dania Ramirez,1000.0
Michael Cudlitz,822.0
Alycia Debnam-Carey,298.0
Scott Lawrence,159.0
Jon Tenney,289.0
Gilbert R. Hill,174.0
Robert Picardo,823.0
Phoebe Cates,767.0
Marcel Iures,258.0
Mike Epps,706.0
Celia Imrie,186.0
John Billingsley,323.0
Joan Chen,643.0
Sven-Ole Thorsen,158.0
Taylor Dooley,717.0
Virginie Ledoyen,414.0
Peter Youngblood Hills,39.0
Shô Kosugi,330.0
Ben Miles,119.0
Rain,72.0
Carmine Giovinazzo,432.0
Rumer Willis,472.0
Jay Mohr,563.0
Agnes Bruckner,401.0
Muse Watson,45000.0
Kelly Rowan,282.0
Stephen Walters,184.0
Richard Brake,163.0
Tim Matheson,559.0
Rita Wilson,323.0
J.D. Evermore,430.0
Rachel Roberts,201.0
Harry Connick Jr.,631.0
Tim Daly,511.0
Rick Hoffman,581.0
Valeria Golino,898.0
Michelle Forbes,764.0
M. Emmet Walsh,521.0
Donald Watkins,552.0
Jessica Collins,303.0
Vanessa Ferlito,923.0
Raza Jaffrey,509.0
Paul Brooke,51.0
David Bailie,40.0
Rab Affleck,15.0
Gregory Smith,694.0
William Atherton,317.0
Lara Flynn Boyle,619.0
Cynthia Nixon,479.0
Ian Ziering,984.0
Mo'Nique,940.0
Alden Ehrenreich,1000.0
Zoey Deutch,852.0
Pruitt Taylor Vince,592.0
Andrew Wilson,387.0
Willie Nelson,338.0
Robin Shou,342.0
Josie Ho,77.0
Gilbert Gottfried,560.0
David Patrick Kelly,380.0
Tom Sturridge,830.0
Jacob Vargas,399.0
James Lew,215.0
Alison Doody,440.0
Guro Nagelhus Schia,35.0
Matthew Macfadyen,0.0
Leland Orser,308.0
Dwight Yoakam,324.0
Mel Rodriguez,237.0
P.J. Soles,598.0
Lochlyn Munro,555.0
Steve Bacic,235.0
Mykelti Williamson,393.0
Fares Fares,254.0
Michael Nardone,194.0
Corinna Harney,779.0
Douglas Haase,629.0
Vince Vieluf,261.0
Bradley Whitford,821.0
Frances O'Connor,575.0
Brian Doyle-Murray,484.0
Fred Gwynne,886.0
Gretchen Mol,600.0
Jon Gries,482.0
Keith Hudson,23.0
Andy Dick,302.0
Nandita Das,113.0
Gulshan Grover,102.0
Eric Peterson,59.0
Charlie Korsmo,678.0
Faye Dunaway,977.0
Adam Garcia,811.0
Alissa Dean,807.0
Donatas Banionis,29.0
Anatoliy Solonitsyn,29.0
Natalya Bondarchuk,12.0
Bronagh Gallagher,115.0
George Cole,77.0
Crystal Lowe,319.0
Billy Blair,541.0
Julia Jones,364.0
Swoosie Kurtz,418.0
Randall 'Tex' Cobb,255.0
Amy Ryan,423.0
Olympia Dukakis,345.0
Jacqueline Bisset,522.0
Luke Grimes,935.0
Regina Hall,807.0
Pamela Anderson,780.0
Jenny McCarthy,750.0
Candice Bergen,545.0
Wendy Raquel Robinson,337.0
Heather Burns,213.0
Anita Briem,311.0
Brad Renfro,551.0
Noel Gugliemi,2000.0
Patrick Bergin,308.0
Jane Fonda,949.0
Enrico Colantoni,724.0
Robin Sachs,436.0
Eric Jacobson,91.0
Steve Whitmire,84.0
Traci Lords,650.0
Robert Ri'chard,730.0
Matt Malloy,108.0
Bruce Altman,67.0
Eric Stoltz,902.0
Kari Wuhrer,514.0
Tyra Banks,625.0
Izabella Miko,560.0
Kris Marshall,548.0
Madeline Kahn,1000.0
Ian Richardson,140.0
Rod Steiger,279.0
Emilio Estefan Jr.,20.0
Don Johnson,982.0
Lucille Ball,6000.0
Tom Bosley,584.0
Nick Zano,641.0
James Tumminia,443.0
Joel McHale,734.0
William Lucking,132.0
Vincent Kartheiser,845.0
Demián Bichir,749.0
Shea Whigham,463.0
Gary Stretch,404.0
Valerie Cruz,216.0
Will Beinbrink,167.0
Natalie Imbruglia,304.0
Ben Miller,252.0
José Ferrer,202.0
T.V. Carpio,117.0
Robert Clohessy,107.0
Joe Komara,10000.0
David Belle,510.0
Alexa PenaVega,2000.0
Keenen Ivory Wayans,322.0
John de Lancie,905.0
Obba Babatundé,451.0
Malese Jow,1000.0
Carter Jenkins,701.0
Costas Mandylor,723.0
Adrien Dorval,44.0
Nels Lennarson,19.0
Kristy Swanson,579.0
Henry Thomas,861.0
Omari Hardwick,1000.0
Laz Alonso,826.0
Ye Liu,52.0
Man Li,10.0
Charlie Yeung,68.0
James With,61.0
Omar Epps,865.0
Marcela Mar,267.0
Giovanna Mezzogiorno,202.0
Unax Ugalde,50.0
Sam Waterston,849.0
Daniel Kaluuya,219.0
Tim McInnerny,141.0
Togo Igawa,104.0
Clea DuVall,1000.0
Daniel Roebuck,1000.0
Julia Nickson,738.0
Martin Kove,668.0
Mel Blanc,1000.0
Dickie Jones,48.0
Cliff Edwards,40.0
Isabelle Huppert,678.0
Daniel Mays,287.0
Rob Brown,370.0
Michael Nouri,225.0
Judith Chapman,44.0
Lillian Adams,28.0
Chelsea Bond,16.0
Wilford Brimley,957.0
Augustus Prew,405.0
Charlie Tahan,268.0
Valerie Tian,135.0
Dax Flame,971.0
Clarke Peters,437.0
Dylan Moran,427.0
Julia Sawalha,206.0
Masi Oka,923.0
Geoffrey Holder,547.0
William Xifaras,815.0
Richard Burton,726.0
Roddy McDowall,595.0
Reggie Lee,828.0
Charice,491.0
Mimi Rogers,292.0
David Eigenberg,395.0
Bono,468.0
Slash,412.0
Robert Davi,683.0
Anthony Zerbe,275.0
Fisher Stevens,922.0
Jeremy Crutchley,43.0
Jared Burke,16.0
Tony Chiu Wai Leung,643.0
Maggie Cheung,576.0
Debbie Reynolds,786.0
Randall Park,392.0
Anders Holm,365.0
Dong-gun Jang,489.0
Jed Brophy,433.0
Dany Boon,172.0
Evan Jones,196.0
Jamel Debbouze,326.0
Youssef Hajdi,152.0
Mélissa Theuriau,6.0
Bérénice Bejo,996.0
Julian Sands,687.0
Lee Evans,312.0
Anthony Chau-Sang Wong,96.0
Mandy Gonzalez,81.0
J. Smith-Cameron,54.0
JoBeth Williams,296.0
William Zabka,641.0
William Bassett,225.0
Annabeth Gish,489.0
Bruce Campbell,298.0
Jeffrey Weissman,869.0
Thomas F. Wilson,690.0
Jerry Ferrara,480.0
Scott Elrod,449.0
Dan Bilzerian,127.0
Lori Petty,923.0
Rosie O'Donnell,251.0
Javier Botet,1000.0
Dustin Fitzsimons,349.0
Marcella Lentz-Pope,81.0
Carmen Perez,97.0
Sabrina Revelle,50.0
Sachiko Ishida,49.0
Beau Mirchoff,2000.0
Kelly Rutherford,287.0
Roger Jackson,157.0
Nicole Beharie,898.0
Wendy Crewson,249.0
Nadine Velazquez,874.0
Terry Kinney,363.0
Eric Schweig,322.0
Curtis Armstrong,876.0
Powers Boothe,472.0
Jason Douglas,175.0
Jane Curtin,257.0
Susan Ward,398.0
Sally Kirkland,433.0
Jay O. Sanders,256.0
Cheryl Penland,4.0
Nia Long,826.0
Marisol Nichols,633.0
Matthew Perry,2000.0
Kate Upton,971.0
David Thornton,119.0
Krista Allen,164000.0
Andrew Fiscella,137000.0
Shantel VanSanten,748.0
Joaquim de Almeida,578.0
Sam Jaeger,389.0
Pink,836.0
Mario Lopez,719.0
Lino Facioli,177.0
Nick Cannon,593.0
Michael Jai White,2000.0
Margarita Levieva,980.0
Aidan Quinn,767.0
Lindsay Sloane,465.0
Paul Scheer,190.0
Jonathan Morgan Heit,91.0
Rudy Youngblood,708.0
Dalia Hernández,78.0
Jonathan Brewer,19.0
Topher Grace,2000.0
Debra Winger,568.0
Roscoe Lee Browne,204.0
Ebon Moss-Bachrach,211.0
Gena Rowlands,545.0
Deneen Tyler,351.0
Joy Bryant,280.0
Busy Philipps,1000.0
Beau Garrett,689.0
Johnny Cannizzaro,880.0
Steve Schirripa,413.0
Scott Vance,235.0
Lorraine Bracco,472.0
José Wilker,47.0
Sean Connery,0.0
Sam Trammell,1000.0
Johnny Lewis,741.0
Ian Whyte,473.0
Macaulay Culkin,3000.0
John Larroquette,450.0
Jonathan Hyde,287.0
Bobby Lee,176.0
Nelson Ascencio,61.0
Jeremy Owen,57.0
Tom Virtue,358.0
Julene Renee,78.0
Aimee Teegarden,741.0
Shenae Grimes-Beech,687.0
Anthony Heald,173.0
Nat Faxon,214.0
Adam Arkin,374.0
Jesse James,235.0
Emma Bell,703.0
Jacqueline MacInnes Wood,682.0
Angie Dickinson,754.0
Jimmy Fallon,787.0
KaDee Strickland,299.0
Ione Skye,223.0
Shaun Weiss,613.0
Thomas Horn,467.0
Stephen Henderson,64.0
Noah Bean,293.0
Patti D'Arbanville,117.0
Vanessa Aspillaga,58.0
Anne Archer,249.0
David Fine,1000.0
Jesse L. Martin,715.0
Jimmy Smits,941.0
Angela Bettis,294.0
Oliver Hudson,607.0
Valerie Perri,322.0
Carlease Burke,210.0
Marco Hofschneider,44.0
Catherine Deneuve,964.0
Justin Chambers,931.0
Andrea Frankle,253.0
William Ragsdale,135.0
David Proval,354.0
Cliff Robertson,754.0
Lillo Brancato,353.0
Callum Blue,738.0
Jesse Borrego,674.0
Jaleel White,908.0
John Doman,616.0
Mira Sorvino,978.0
Steven Weber,685.0
Dane Cook,1000.0
Bobbie Phillips,16000.0
Elizabeth Berkley,893.0
Lauren Lee Smith,351.0
Geraldine Chaplin,382.0
Oaklee Pendergast,284.0
Carol Kane,636.0
Isabelle Adjani,572.0
James Gammon,311.0
Richard Epcar,782.0
Patricia Heaton,402.0
Mathieu Kassovitz,326.0
Isabelle Nanty,54.0
Mary-Kate Olsen,976.0
Bob Saget,799.0
Riley Smith,762.0
Andrew Daly,171.0
Jonathan Jackson,613.0
Jeffrey Combs,886.0
Jason Robards,372.0
Eddie Rouse,61.0
Tim Guinee,259.0
Bridgette Wilson-Sampras,545.0
Matt Ross,248.0
John Aylward,219.0
Troy Garity,167.0
John Gatins,61.0
Lou Saliba,46.0
Greg Collins,39.0
Kelly Ripa,379.0
Jasmine Trinca,87.0
Ashley Walters,173.0
Sarah Roemer,884.0
Aaron Yoo,617.0
James Brolin,499.0
Zan Marolt,3.0
Ljubomir Kerekes,2.0
John Mahoney,385.0
Takeshi Kaneshiro,755.0
Andy Lau,483.0
Kuno Becker,580.0
Kang-ho Song,398.0
François Cluzet,541.0
Tamannaah Bhatia,218.0
Anushka Shetty,133.0
Prabhas,72.0
Arliss Howard,152.0
Brooklynn Proulx,142.0
Michelle Nolden,100.0
Colin Ferguson,747.0
Atticus Shaffer,787.0
Sean Maher,505.0
Michael Hitchcock,279.0
Robert Vaughn,542.0
Oscar Gale,785.0
Wei Zhao,478.0
Courtney Gains,559.0
Eric Winter,954.0
Phil Hartman,516.0
Max Casella,275.0
Emily Osment,1000.0
Hye-kyo Song,290.0
Elvis Tsui,7.0
Blythe Auffarth,76.0
Bianca Collins,47.0
Jiao Xu,46.0
Jeff Kober,919.0
D.B. Woodside,598.0
Daniella Alonso,557.0
Eduardo Verástegui,377.0
Sonia Braga,308.0
Kari Matchett,280.0
Bill Nunn,182.0
Beth Grant,628.0
Dagmara Dominczyk,316.0
Matthew Glave,108.0
Mariah Carey,736.0
Jason Marsden,1000.0
Richard Masur,163.0
David Clennon,145.0
Nolan Gerard Funk,924.0
Gregory Scott Cummins,37.0
Claudia Stedelin,12.0
Ted Markland,12.0
Usher Raymond,569.0
Leonor Varela,427.0
Harry Treadaway,260.0
Mike Howard,378.0
Jeffrey W. Jenkins,18.0
Bruce Goodchild,15.0
Ryan Cartwright,476.0
David Walliams,217.0
Maggie Siff,1000.0
Nick Robinson,724.0
Phylicia Rashad,597.0
Owen Burke,206.0
Anthony Simcoe,82.0
Christopher James Baker,35.0
Alexandra Maria Lara,471.0
Patton Oswalt,786.0
Neil Flynn,625.0
Jim Meskimen,272.0
Michael Roark,680.0
Laura Harring,669.0
Tamala Jones,405.0
Laura-Leigh,740.0
Molly C. Quinn,707.0
Yuliya Snigir,463.0
Fedor Bondarchuk,35.0
Aleksey Serebryakov,30.0
Bernie Casey,180.0
Klaus Maria Brandauer,172.0
Barbara Carrera,133.0
Charlie McDermott,496.0
Collette Wolfe,390.0
Taylor Blackwell,641.0
Reeve Carney,602.0
Colin O'Donoghue,3000.0
Blair Underwood,685.0
Mason Gamble,263.0
Kenan Thompson,521.0
Omid Abtahi,387.0
Lynn Hung,79.0
Kwok-Kwan Chan,51.0
William Hootkins,488.0
Lily Cole,785.0
Catherine Dyer,768.0
Quinton Aaron,734.0
Reginald Ballard,64.0
Bruce Green,538.0
Rebecca Mader,505.0
Nichelle Nichols,664.0
Walter Koenig,643.0
Robert Mitchum,1000.0
Amy Schumer,492.0
Josh Segarra,213.0
Nicole Sullivan,358.0
Sherri Shepherd,278.0
Matt McCoy,398.0
Lauren Ambrose,945.0
Natasha Henstridge,900.0
Marg Helgenberger,759.0
Jordan Lund,25.0
Lin Shaye,852.0
Amanda Wyss,574.0
Anne Parillaud,130.0
Judith Godrèche,80.0
Kevin Connolly,638.0
Kiersey Clemons,190.0
Al Freeman Jr.,318.0
Charlyne Yi,529.0
Mackenzie Aladjem,120.0
Craig Parker,978.0
Steven Mackintosh,227.0
Christine Taylor,838.0
Victor Webster,940.0
Jaymes Butler,2000.0
Heather O'Rourke,887.0
Zelda Rubinstein,770.0
Beau Bridges,552.0
Jamie Hector,248.0
Danneel Ackles,1000.0
Noureen DeWulf,700.0
Ashley Williams,969.0
Steve Howey,826.0
Kirsten Day,196.0
Tatum O'Neal,288.0
Vic Morrow,257.0
Joyce Van Patten,57.0
Raul Julia,1000.0
Emilia Fox,396.0
Frank Finlay,338.0
Ed Stoppard,95.0
Keisha Castle-Hughes,446.0
Hiam Abbass,224.0
Shaun Toub,206.0
Paris Hilton,716.0
Brian Van Holt,324.0
Colin Stinton,23.0
Kaitlyn Dever,363.0
Aaliyah,775.0
Kevin Peter Hall,636.0
Jesse Tyler Ferguson,648.0
Joseph Cross,398.0
Douglas Smith,480.0
Sam J. Jones,455.0
Cicely Tyson,907.0
Carmen Ejogo,374.0
Leon Rippy,229.0
Bill Bailey,175.0
Eros Vlahos,167.0
Frank Whaley,436.0
Nicki Aycox,296.0
Joanna Lumley,973.0
Ken Arnold,327.0
Benjamin J. Cain Jr.,73.0
Richard Cetrone,63.0
Pip Torrens,72.0
Richard Thomas,549.0
Drake Bell,1000.0
Marion Ross,418.0
Alona Tal,1000.0
Michael Beach,344.0
Shannon Elizabeth,1000.0
Portia de Rossi,573.0
Jim Gaffigan,472.0
Richard T. Jones,328.0
Michael Mosley,253.0
Lucy Gordon,61.0
Alex Jennings,39.0
Wendell Pierce,458.0
Austin Nichols,663.0
Brooke Shields,1000.0
Matt Prokop,734.0
Cariba Heine,351.0
Richard Brancatisano,174.0
Lysette Anthony,136.0
Rosanna Arquette,605.0
Dann Florek,367.0
Christopher Rich,150.0
Jason Behr,505.0
Michiel Huisman,2000.0
Bashar Rahal,603.0
Shawn Doyle,230.0
Paul Sorvino,635.0
Lela Rochon,316.0
Ray Nicholas,105.0
Maurice Compte,120.0
Benno Fürmann,127.0
Julie Benz,3000.0
Soleyman Pierini,22.0
Jade Kindar-Martin,6.0
Marley Shelton,690.0
Lee Arenberg,457.0
Angus Macfadyen,448.0
Rie Rasmussen,115.0
Isabelle Carré,45.0
Jeremy W. Auman,3.0
Jeffrey Dover,2.0
Tobey Maguire,0.0
Maricel Álvarez,30.0
Hanaa Bouchaib,9.0
Eduard Fernández,7.0
Beverly D'Angelo,816.0
Aml Ameen,149.0
Jacob Latimore,129.0
June Diane Raphael,249.0
Melissa McMeekin,141.0
Ellen Burstyn,1000.0
Kevin J. O'Connor,248.0
Hudson Leick,239.0
Sami Gayle,566.0
Rumi Hiiragi,6.0
Yûki Amami,3.0
Yuria Nara,2.0
Tiago Riani,989.0
Melissa Benoist,970.0
Hayley Lovitt,954.0
Eva Marie Saint,649.0
Vincent Perez,292.0
Terry Pheto,113.0
Fana Mokoena,98.0
Tony Kgoroge,38.0
Kyle Hebert,324.0
Brianne Brozey,15.0
Joe Ochman,11.0
Veronika Vernadskaya,150.0
Dato Bakhtadze,48.0
Ryan Guzman,3000.0
Stephen Boss,594.0
Rachel Blanchard,491.0
Chris Ellis,178.0
Marco St. John,403.0
Eddie Jemison,336.0
Robert John Burke,317.0
Kenny Baker,504.0
Ryan Kruger,165.0
David Kross,388.0
Susanne Lothar,50.0
Kyra Sedgwick,941.0
David Gallagher,796.0
Héctor Jiménez,327.0
Wendi McLendon-Covey,655.0
Steve Bannos,460.0
Portia Doubleday,534.0
Cas Anvar,491.0
Russell Peters,355.0
Illeana Douglas,344.0
Danny Nucci,242.0
Michael DeLorenzo,240.0
Julian Richings,648.0
Judy Davis,223.0
John Belushi,1000.0
Ken Howard,649.0
Holmes Osborne,83.0
Kyle Schmid,917.0
Pat Hingle,165.0
Roberts Blossom,159.0
Mike Doyle,160.0
Nora Dunn,142.0
Marc Anthony,368.0
Sonja Sohn,245.0
Aimee Garcia,618.0
Nancy Travis,359.0
Andrea Martin,179.0
George Kennedy,3000.0
Rollo Weeks,239.0
Simon Callow,239.0
Jean Louisa Kelly,320.0
Doug Cockle,24.0
Hope Davis,442.0
Peter Jason,151.0
Brian McNamara,125.0
Chita Rivera,151.0
Jayne Eastwood,90.0
Joey Lauren Adams,781.0
Lucas Bryant,359.0
Dillon Casey,281.0
Carel Struycken,436.0
Heather Matarazzo,529.0
Rodger Bumpass,217.0
Spencer Treat Clark,541.0
Tom Guiry,262.0
Mike Colter,567.0
Bern Cohen,805.0
Yetta Gottesman,71.0
Casey Kasem,844.0
Melinda Dillon,252.0
Chris Lowell,940.0
June Squibb,344.0
Howard Hesseman,322.0
Cory Hardrict,303.0
Vincent Leclerc,18.0
Daniel Rindress-Kay,7.0
Tracie Thoms,502.0
Christine Cavanaugh,368.0
Jean Smart,329.0
Maria Thayer,344.0
Tony Nappo,654.0
Fionnula Flanagan,482.0
Antony Starr,506.0
Scott Adsit,316.0
Bonnie Somerville,246.0
Christa B. Allen,533.0
Audrey Fleurot,204.0
Nina Arianda,183.0
John Savage,652.0
Raphael Sbarge,362.0
Brenda Song,1000.0
Anne Meara,837.0
Priscilla Presley,348.0
Patrick Macnee,1000.0
Tanya Roberts,433.0
Mark Gatiss,567.0
Geraldine McEwan,269.0
Peter Sallis,100.0
Nellie McKay,37.0
Frankie Muniz,934.0
Alfie Allen,1000.0
Brenda Blethyn,286.0
Marcia DeBonis,60.0
Luisa Ranieri,22.0
Ken Takakura,255.0
Kate Capshaw,237.0
Larry David,860.0
Mehcad Brooks,696.0
Derek Luke,543.0
Edgar Arreola,455.0
Bernardo Saracino,221.0
Oona Laurence,424.0
Emmanuelle Vaugier,1000.0
Facundo Lombard,357.0
Sanoe Lake,64.0
Christian Stolte,189.0
Danny Rhodes,77.0
Mark Rendall,72.0
Megan Franich,63.0
Method Man,362.0
Yaphet Kotto,581.0
Maria Conchita Alonso,571.0
Richard Dawson,384.0
Tisha Campbell-Martin,413.0
Jessica Barden,157.0
Vicky Krieps,33.0
John Macmillan,21.0
Yaya DaCosta,712.0
Jasika Nicole,439.0
Jurnee Smollett-Bell,2000.0
Alan Oppenheimer,271.0
Tom Kane,265.0
Katie Lowes,273.0
Luke Mably,438.0
Robert Lopez,73.0
Huell Howser,69.0
Elden Henson,577.0
Cheri Oteri,244.0
Kirk Baltz,199.0
Graham Beckel,95.0
Tika Sumpter,521.0
Josh Hopkins,491.0
Aunjanue Ellis,400.0
Rhys Wakefield,942.0
Dave Annable,642.0
Jacki Weaver,401.0
Daniel Stern,796.0
Aisha Hinds,343.0
Cameron Bright,829.0
Drea de Matteo,739.0
